itemid,shopid,product_name,stock,sold,historical_sold,brand,catid,price,price_min,price_max,shop_name,follower_count,products,rating_normal,rating_bad,rating_good,item_count,rating_star,response_time,response_rate,Unisex,Female,Male,color,size,kimono,kaki,jean,bomber,cardigan,sơ mi,gió/dù/jacket,blazer,croptop/gile,thể thao,áo khoác phao/áo phao,nỉ/hoodie,denim,dạ/lông,len,da,chống nắng,thun,lửng,time_summer,time_winter,location_encoded
14693498647,875285529,"Áo Khoác Nam Nữ Bomber, Áo Khoác Hoodies CHOOSE Chất Nỉ Nhung tăm Phối Tay kiểu dáng Oversize Unisex",24942,3327,3331,0,100017,990000,990000,1190000,Kenta38,5000,8,4,2,21,8,4.333333,10195.0,4,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14389,2529000,324.14989264559887
21855203621,294562609,"[FREE SHIP]_Mẫu Mới_ Áo khoác nỉ , áo hoodie zip đính đá cực chất cho mùa đông 2022!",8616,4888,4890,0,100017,360000,360000,1790000,LeTissu.234,179,70,45,26,1290,70,4.711735,884.0,81,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1296352,1256.3840065192744
19341924592,294562609,Áo Khoác Bomber NEW YORK - phong cách nam nữ WILL SHOP chất nỉ bông cotton,10263,131,635,0,100011,275000,275000,1290000,LeTissu.234,179,70,45,26,1290,70,4.711735,884.0,81,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2479498,2529000,1205.9054030342295
22900601249,294562609,FREESHIP_Áo Khoác Hoodie Zip Đính Đá VLTN Chất Vải Nỉ Cao Cấp DT STORE MENWEAR,8776,4885,4885,0,100017,350000,350000,1690000,LeTissu.234,179,70,45,26,1290,70,4.711735,884.0,81,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296386,1256.3840065192744
22300601287,294562609,Mẫu HOT_Áo Khoác BoomBer Nam Thome Browne .Chất Vải Dạ 2 Lớp Phối Tay Da Cao Cấp Bảo Hành Lỗi 1 Đổi 1,8811,4885,4887,0,100017,325000,325000,1590000,LeTissu.234,179,70,45,26,1290,70,4.711735,884.0,81,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296419,1205.9054030342295
21555204127,294562609,"FREE SHIP_Áo Khoác Lông Cừu Lớp KumiKumi -siêu ấm , siêu dày- cao câp - Hàng hai lớp Cực chất 2022!",8621,4896,4896,0,100017,375000,375000,1790000,LeTissu.234,179,70,45,26,1290,70,4.711735,884.0,81,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296086,1306.0943811118198
19947251961,294562609,FREE SHIP_Áo Khoác Lông Cừu Phối Nhung siêu ấm Thời Trang Mùa Đông HIT HOT 2022!,17514,130,633,0,100011,350000,350000,1690000,LeTissu.234,179,70,45,26,1290,70,4.711735,884.0,81,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132295,2529000,1306.0943811118198
19347251441,294562609,Áo khoác Bomber Teddy Bóng Chày NAM NỮ-ÁO khoác unisex Sơn Tùng Chất liệu cáo cấp Phong cách đễ phối đồ,29489,147,650,0,100011,275000,275000,1290000,LeTissu.234,179,70,45,26,1290,70,4.711735,884.0,81,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132446,2529000,1256.3840065192744
21151854755,294562609,FREE SHIP_Áo Khoác Bomber Teddy Xanh Trắng_ Hàng Hót.,14790,400,400,0,100532,560000,560000,2780000,LeTissu.234,179,70,45,26,1290,70,4.711735,884.0,81,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2341687,1256.3840065192744
21855166631,697006739,"Áo Hoodie Form Rộng Unisex Peace hopeshopz , Áo khoác Sweater Chất Nỉ Dày dặn",232029,3278,3293,0,100017,130000,130000,650000,Hopeshopz,218,12,1,3,59,12,4.730159,12435.0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315493,325.87231721896677
19343918952,69101124,ÁO KHOÁC BOMBER IN HÌNH ( hình chụp thật )hot 2022,11933,4041,4044,0,100011,200000,200000,990000,Thenhatsneaker,8930,109,189,244,2103,109,4.334609,12856.0,36,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046714,2529000,1126.3110412268354
8268749051,69101124,Áo Khoác Hoodie Zip Đính Đinh VLTN . Áo Khoác Hoddie Nam Nữ Đính Đinh Chất Vải Nỉ Bông 2 Lớp Cao Cấp,8992,3,3303,1,100011,300000,300000,1490000,Thenhatsneaker,8930,109,189,244,2103,109,4.334609,12856.0,36,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24847046,18297000,1256.3840065192744
21843917654,69101124,[FREE SHIP]Áo Khoác varsity áo bomber teddy SLP nam nữ chất đẹp cao cấp Áo bomber sọc vai hot trend năm 2022,14885,4094,4095,0,100011,300000,300000,1450000,Thenhatsneaker,8930,109,189,244,2103,109,4.334609,12856.0,36,1,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046823,2529000,1205.9054030342295
12731437156,69101124,Áo Khoác Lông Cừu Phối Nhung siêu ấm Thời Trang Mùa Đông- Lông cừu cao câp xuất Khâu-K1,801620,7,53,0,100011,300000,300000,1425000,Thenhatsneaker,8930,109,189,244,2103,109,4.334609,12856.0,36,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,16846566,1205.9054030342295
12443400231,69101124,"[Gía Rẻ Vô Địch] Áo Khoác Lv ,Bomber Lv - Cầu Vai Da Chữ Viền Trắng Hot Trend 2021",149882,0,14,0,100011,950000,950000,950000,Thenhatsneaker,8930,109,189,244,2103,109,4.334609,12856.0,36,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,15428812,1205.9054030342295
13334714291,69101124,"Áo khoác bomber jacket varsity cardigan missout ,HÀNG XỊN  - Áo Bomber Nam Nữ - Shop Q&V",9950,0,48,0,100011,300000,300000,1420000,Thenhatsneaker,8930,109,189,244,2103,109,4.334609,12856.0,36,1,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15768000,16503740,1306.0943811118198
18753743748,881273624,Áo Khoác Bomber Teddy Nam Phối Viền Da Chất Liệu Dạ Thời Trang Nam,19241,4381,4392,0,100011,280000,280000,1390000,Ao_Bomber_Hoodie_68,64,31,0,3,659,31,4.952381,1822.0,68,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756191,1205.9054030342295
19053753311,881273624,"Áo Khoác Bomber MLB NY, Áo Khoác Varsity MLB vải nỉ tay da unisex",11755,4379,4389,0,100017,280000,280000,1390000,Ao_Bomber_Hoodie_68,64,31,0,3,659,31,4.952381,1822.0,68,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1754675,1126.3110412268354
18253742453,881273624,Áo Khoác Bomber NEW YORK - phong cách nam nữ WILL SHOP chất nỉ bông cotton,8841,375,385,0,100017,280000,280000,1390000,Ao_Bomber_Hoodie_68,64,31,0,3,659,31,4.952381,1822.0,68,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1756425,1126.3110412268354
19353741969,881273624,[FREE SHIP] Áo Khoác  Trơn - Phối Đồ Nam Cực Đẹp,14339,4375,4385,0,100011,280000,280000,1390000,Ao_Bomber_Hoodie_68,64,31,0,3,659,31,4.952381,1822.0,68,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756396,1306.0943811118198
19453747004,881273624,Áo Khoác Lông Cừu Phối Nhung siêu ấm Thời Trang Mùa Đông- Lông cừu cao câp xuất Khâu-K1,15431,4359,4364,0,100011,360000,360000,1790000,Ao_Bomber_Hoodie_68,64,31,0,3,659,31,4.952381,1822.0,68,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755684,1205.9054030342295
21653752119,881273624,FREE SHIP_Áo Khoác BoomBer Nam Thome Browne _Chất Vải Dạ 2 Lớp Phối Tay Da Cao Cấp Bảo Hành Lỗi 1 Đổi 1,8619,4355,4358,0,100011,320000,320000,1590000,Ao_Bomber_Hoodie_68,64,31,0,3,659,31,4.952381,1822.0,68,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1754549,1126.3110412268354
20653745310,881273624,"Áo khoác Bomber MISSOUT TYPO, Teddy Xanh Sọc Viền đẹp form vừa YSL Jacket chất nỉ cao cấp không bai",14721,4357,4361,0,100012,280000,280000,1390000,Ao_Bomber_Hoodie_68,64,31,0,3,659,31,4.952381,1822.0,68,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1755826,1126.3110412268354
18146037129,237033806,Áo Khoác Nỉ Unisex Tag Nhựa WZS,11811,535,569,0,100017,1690000,1690000,1690000,bingbing.official,65757,187,141,67,35641,187,4.943187,5185.0,95,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461649,2529000,174.87541568550495
14280413607,237033806,Áo Khoác Nỉ Form Rộng KillWinner Unisex,4235,716,3346,0,100017,1690000,1690000,1690000,bingbing.official,65757,187,141,67,35641,187,4.943187,5185.0,95,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13580010,2529000,191.13745371984197
18007628120,237033806,Áo Khoác Dù Different Form Rộng Unisex,995,178,401,0,100017,1890000,1890000,1890000,bingbing.official,65757,187,141,67,35641,187,4.943187,5185.0,95,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10563681,2529000,199.70026163809104
7794216508,237033806,Áo Khoác Nỉ Dây Kéo Form Rộng Gấu Unisex,542,69,413,0,100017,1790000,1790000,1790000,bingbing.official,65757,187,141,67,35641,187,4.943187,5185.0,95,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22925569,18297000,202.59421163181963
9254916681,237033806,Áo Khoác Cardigan Snoopy Unisex,799,92,957,0,100017,1590000,1590000,1590000,bingbing.official,65757,187,141,67,35641,187,4.943187,5185.0,95,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27934598,18297000,174.87541568550495
5246014884,237033806,Áo Khoác Nỉ Bomber Lazy Puppy Unisex,17,2,781,0,100017,1290000,1290000,1290000,bingbing.official,65757,187,141,67,35641,187,4.943187,5185.0,95,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36036124,34065000,174.87541568550495
17072205590,237033806,Áo Khoác Kaki Form Rộng Choose Unisex,34,26,119,0,100017,1790000,1790000,1790000,bingbing.official,65757,187,141,67,35641,187,4.943187,5185.0,95,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10562482,2529000,191.13745371984197
10114854147,237033806,Áo Khoác Trơn Viền Form Rộng Unisex,195,12,319,0,100017,1790000,1790000,1790000,bingbing.official,65757,187,141,67,35641,187,4.943187,5185.0,95,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23989941,18297000,199.70026163809104
5250842198,237033806,Áo Khoác Nỉ Dáng Rộng Collection Ulzzang,100,2,80,0,100017,1790000,1790000,1790000,bingbing.official,65757,187,141,67,35641,187,4.943187,5185.0,95,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33975506,34065000,202.59421163181963
12822292906,237033806,Áo Khoác Nỉ Nút Form Rộng Unisex,1424,283,1921,0,100017,1790000,1790000,1790000,bingbing.official,65757,187,141,67,35641,187,4.943187,5185.0,95,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,18030326,199.70026163809104
4653814366,237033806,Áo Khoác Nỉ Bông Coca Form Rộng Ulzzang,5,1,97,0,100017,1790000,1790000,1790000,bingbing.official,65757,187,141,67,35641,187,4.943187,5185.0,95,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32388624,34065000,202.59421163181963
19620728736,237033806,Áo Khoác Nỉ Kéo Khóa Form Rộng Icon SMILE,414,8,30,0,100017,1690000,1690000,1690000,bingbing.official,65757,187,141,67,35641,187,4.943187,5185.0,95,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503241,2529000,202.59421163181963
17060003266,237033806,Áo Khoác Nỉ Form Rộng 33 Unisex,146,0,4,0,100017,1690000,1690000,1690000,bingbing.official,65757,187,141,67,35641,187,4.943187,5185.0,95,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13579754,2529000,199.70026163809104
10409414367,237033806,Áo Khoác Nỉ Kéo Khóa Dáng Rộng Smile Unisex,374,66,346,0,100017,1690000,1690000,1690000,bingbing.official,65757,187,141,67,35641,187,4.943187,5185.0,95,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26045724,18297000,191.13745371984197
9661735637,237033806,Áo Khoác Nỉ Dáng Rộng Anesthesia Xanh Lá,1391,78,3030,0,100017,1790000,1790000,1790000,bingbing.official,65757,187,141,67,35641,187,4.943187,5185.0,95,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26399478,18297000,174.87541568550495
18052411346,706206910,"Áo hoodie nam nữ PEP lilyshopz, Áo khoác sweater form rộng chất nỉ bông ấm áp",205329,3273,3274,0,100017,130000,130000,650000,Lilyshopz,254,12,2,2,68,12,4.732394,13349.0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2178861,324.14989264559887
20747654281,430577475,"Áo khoác Bomber MISSOUT TYPO, Teddy Xanh Sọc Viền đẹp form vừa YSL Jacket chất nhung tăm",5615,193,204,0,100011,990000,990000,990000,DepLeBaoBinhShop33.4,1417,72,335,375,2718,72,4.232737,15985.0,44,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040975,2529000,1306.0943811118198
14501113139,430577475,Áo Khoác Đinh Đính Đá Cao Cấp - Áo Khoác Nỉ Fom Dáng Unisex Phối Đồ Cực Đẹp,11884,79,1812,0,100017,325000,325000,1590000,DepLeBaoBinhShop33.4,1417,72,335,375,2718,72,4.232737,15985.0,44,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,14297473,1256.3840065192744
14501112608,430577475,Áo khoác hoodie nỉ siêu rẻ phù hợp nam nữ (có feedback+ video sản phẩm thật ),11944,41,1376,0,100011,325000,325000,1390000,DepLeBaoBinhShop33.4,1417,72,335,375,2718,72,4.232737,15985.0,44,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15768000,14297544,1205.9054030342295
14101337390,430577475,Áo Khoác Lông Cừu Phối Nhung siêu ấm Thời Trang Mùa Đông- Lông cừu cao câp xuất Khâu-K1,7900,77,1900,0,100011,1710000,1710000,1710000,DepLeBaoBinhShop33.4,1417,72,335,375,2718,72,4.232737,15985.0,44,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,14255540,1205.9054030342295
15001110020,430577475,Áo hoodie nam 6 màu form rộng dày có big size mẫu áo khoác chui đầu trơn vải dầy [mua 2 giảm thêm 10k],11989,11,1337,0,100633,300000,300000,1500000,DepLeBaoBinhShop33.4,1417,72,335,375,2718,72,4.232737,15985.0,44,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15768000,14297953,1256.3840065192744
14401336457,430577475,Áo Khoác ZARA Áo Phao Tag Tay Không Mũ Chần Bông Dày Dặn Form Âu Hàng Chính Hãng-DSAP005DE,22985,0,2638,1,100011,2500000,2500000,2500000,DepLeBaoBinhShop33.4,1417,72,335,375,2718,72,4.232737,15985.0,44,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,14255592,1126.3110412268354
18454149343,644920599,"Áo hoodie nam nữ PEP denim4u,Áo khoác sweater nỉ dáng rộng chất đẹp",233244,3261,3262,0,100017,130000,130000,650000,Denim4u,869,11,38,11,303,11,4.552707,11264.0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1659434,324.14989264559887
16387986162,130148136,"🔥Hot🔥  áo khoác bên ngoài Đinh đính kèm đá Cao Cấp, Ao Hoodie Nỉ Dáng Unisex Mẫu Trend 2022 Vip111",29985,1215,1215,1,100011,1190000,1190000,1190000,Shop Giày Linh Ni,4414,29,16,2,1136,29,4.887517,14159.0,93,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057310,339.78366065839884
20455924243,130148136,🔥Hot🔥  áo khoác bên ngoài Ngoài Hoodie Có Mũ Đính Đinh thời thượng thời trang dành cho nam Mẫu Trend 2022 Vip111,29985,1215,1215,1,100011,1150000,1150000,1150000,Shop Giày Linh Ni,4414,29,16,2,1136,29,4.887517,14159.0,93,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057265,329.5219575852767
14894123568,130148136,Áo khoác lông NAI to HBG,59985,1215,1215,0,100017,1250000,1250000,1250000,Shop Giày Linh Ni,4414,29,16,2,1136,29,4.887517,14159.0,93,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,993272,324.14989264559887
21355924319,130148136,"🔥Hot🔥  áo khoác bên ngoài Gắn Đá Cực Chất, mẫu mã mới Bản Chuẩn 1:1 Form Rộng Unisex Cực Đẹp Vip111",29985,1215,1215,0,100017,1050000,1050000,1050000,Shop Giày Linh Ni,4414,29,16,2,1136,29,4.887517,14159.0,93,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057192,325.87231721896677
21554149704,644856433,"Áo Hoodie Form Rộng Unisex Lá thư tomiihouse, Áo khoác Sweater Chất Nỉ Dày dặn",226641,3286,3293,0,100017,130000,130000,650000,Tomiihouse,644,10,21,32,180,10,4.138528,10197.0,4,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1658746,324.14989264559887
22600447539,543437163,"Áo khoác bomber varsity Thom browne 2, áo khoác thom browne 2,áo khoác nam nữ mùa đông hot trend 2022",1296,1334,1334,0,100011,1350000,1350000,1350000,bossluxury.store,557,15,0,0,122,15,5.0,4600.0,92,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403519,329.5219575852767
18354977585,543437163,"Áo khoác bomber varsity Gucci, áo khoác Gucci,áo khoác nam nữ mùa đông hot trend 2022",1279,1319,1319,0,100011,1350000,1350000,1350000,bossluxury.store,557,15,0,0,122,15,5.0,4600.0,92,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403262,329.5219575852767
17687730019,543437163,"Áo khoác Cardigan Gucci, áo khoác Gucci,áo khoác nam nữ mùa đông hot trend 2022",2911,11,11,0,100017,1590000,1590000,1590000,bossluxury.store,557,15,0,0,122,15,5.0,4600.0,92,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403076,324.14989264559887
18154975361,543437163,"Áo khoác bomber varsity Thom browne, áo khoác thom browne,áo khoác nam nữ mùa đông hot trend 2022",1724,1330,1330,0,100011,1350000,1350000,1350000,bossluxury.store,557,15,0,0,122,15,5.0,4600.0,92,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403649,324.14989264559887
20254973978,543437163,"Áo khoác bomber varsity LV gấu, áo khoác LV gấu,áo khoác nam nữ mùa đông hot trend 2022",1763,1530,1530,0,100011,1350000,1350000,1350000,bossluxury.store,557,15,0,0,122,15,5.0,4600.0,92,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403742,339.78366065839884
22100446516,543437163,"Áo khoác bomber varsity ADLV gấu, áo khoác ADLV gấu ,áo khoác nam nữ mùa đông hot trend 2022",1721,1574,1574,0,100011,1350000,1350000,1350000,bossluxury.store,557,15,0,0,122,15,5.0,4600.0,92,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404034,325.87231721896677
21454972084,543437163,"Áo khoác bomber varsity Balmain, áo khoác Balmain,áo khoác nam nữ mùa đông hot trend 2022",1372,1274,1274,0,100011,1350000,1350000,1350000,bossluxury.store,557,15,0,0,122,15,5.0,4600.0,92,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403850,329.5219575852767
21746954332,161050540,Áo Khoác Hoodie Zip 3 Màu Nam Nữ Ulzzang Unisex - Áo khoác nỉ mũ form rộng nỉ bông dày dặn cotton mềm mịn thêu chữ C,4902,3067,3156,0,100017,1390000,1390000,1390000,Tiny Clothes,111170,99,1233,280,49831,99,4.862175,3551.0,100,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1232054,2529000,324.14989264559887
13052036220,161050540,Áo khoác bomber unisex - Áo bomber bóng chày BEST NEWYORK 2 lớp chất kaki dày dặn phong cách Ulzzang,2027,175,3910,0,100017,2000000,2000000,2000000,Tiny Clothes,111170,99,1233,280,49831,99,4.862175,3551.0,100,1,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,14319219,339.78366065839884
